"","x"
"1","ATRIPRO"
"2","PHALARU"
"3","ACHIMIL"
"4","AGROSTO"
"5","SYMPSUB"
"6","POLYAVI"
"7","SPERSAL"
"8","DISTSPI"
"9","BOLBMAR"
"10","POTEANS"
"11","SALIPAC"
"12","TRIGMAR"
"13","COTUCOR"
"14","HORDBRA"
