"","PC_mean","PC_sd"
"CALLSTA",0.05,0.0577350269189626
"CARELYN",0.5,1
"LYCOEUR",0.05,0.0577350269189626
"LYTHSAL",1.775,2.33862495211752
"MYOSSCO",0.025,0.05
"OENASAR",0.025,0.05
"PERSSP",0.025,0.05
"PHALARU",19.5,33.7095436535906
"REYNJAP",23.75,37.7215676591876
"RUBUARM",0.5,0.577350269189626
"RUMESP",0.5,1
"SALIPAC",0.25,0.5
"SCHOTAB",0.025,0.05
"SIUMSUA",0.025,0.05
