"","x"
"1","AGROCAP"
"2","CALLISTA"
"3","CALTPAL"
"4","EQUIFLU"
"5","OENCSAR"
"6","PHALARU"
"7","TYPHLAT"
"8","ALISTRI"
"9","CARELYN"
"10","OENASAR"
"11","SCHOTAB"
"12","IMPACAP"
"13","LYCOEUR"
"14","LYTHSAL"
"15","MYOSSCO"
"16","TYPHANG"
"17","GLYCSP"
"18","PERSSP"
"19","SAGILAT"
"20","RUMESAL"
"21","TYPHGLA"
"22","EPILCIL"
"23","SCIRMIC"
"24","GALITRI"
"25","JUNCART"
"26","CALLSTA"
"27","RANUSCE"
"28","SIUMSUA"
