"","lyngbyHeight","lyngbysd","mean.richness.","mean.richness.nat.","mean.simpson.","mean.shannon.","natives","nativesd","exotics","invasives","invasivesd","unknowns"
"1",170.95,19.3403722818357,2.95,2.45,0.173323107775817,0.311623982784024,0.957418699765502,0.102228125411199,0.00277777777777778,0.0398035224567204,0.102228125411199,0
