"","x"
"1","CARELYN"
"2","SCIRMIC"
"3","EQUIFLU"
"4","LYTHSAL"
"5","TYPHANG"
"6","JUNCART"
"7","GALIPAL"
"8","ELEOPAL"
"9","PHALARU"
"10","TYPHLAT"
"11","SCHEARU"
"12","GALITRI"
"13","LYCOEUR"
"14","RANUOCC"
"15","LILLAOCC"
"16","CICUDOU"
"17","MENTARV"
"18","AGROSTO"
"19","TYPHGLA"
"20","ZIZZSP"
