"","lyngbyHeight","mean.richness.","mean.richness.nat.","mean.simpson.","mean.shannon.","natives","exotics","invasives","unknowns"
"1",118.538461538462,3.84615384615385,1.84615384615385,0.120135474561306,0.207099429364198,0.877249159094933,0.0266539829995145,0.0838479603063368,0.0122488975992161
