"","x"
"1","ELEOPAL"
"2","PERSSP"
"3","ALISLAN"
"4","CARELYN"
"5","CRASAQU"
"6","PHALARU"
"7","EQUIARV"
"8","LYTHSAL"
"9","SCHOTAB"
"10","TYPHLAT"
"11","EQUIFLU"
"12","CAREAQU"
"13","LILLOCC"
"14","JUNCART"
"15","SIUMSUA"
"16","AGROSTO"
"17","LOTUCOR"
