"","x"
"1","AGROSTO"
"2","CAREAQU"
"3","CARELYN"
"4","CAREOBN"
"5","CARESTI"
"6","CAREUTR"
"7","ELEOPAL"
"8","EPILCIL"
"9","EQUIARV"
"10","EQUIFLU"
"11","GALITRI"
"12","IRISPSE"
"13","JUNCART"
"14","JUNCEFF"
"15","JUNCOXY"
"16","JUNCTEN"
"17","LILLOCC"
"18","LOTUCOR"
"19","LYCOEUR"
"20","LYSINUM"
"21","LYTHSAL"
"22","MYRIGALE"
"23","PHALARU"
"24","POTEANS"
"25","RUMECON"
"26","SALISP"
"27","SCHOTAB"
"28","SCIRATR"
"29","SCIRMIC"
"30","TYPHLAT"
