"","PC_mean","PC_sd"
"AGROSTO",0.05,0.223606797749979
"ALISTRI",0.565,1.04240359897589
"CARELYN",47.155,35.0616971246852
"ELEOPAL",0.005,0.0223606797749979
"LYTHSAL",0.005,0.0223606797749979
"PHALARU",0.055,0.223547946111178
"SCHOTAB",0.365,1.17798891961548
"SCIRMIC",0.2,0.410391340834062
"TYPHANG",0.155,0.488256834915913
"TYPHGLA",0.255,0.909294116044794
"TYPHLAT",0.96,1.22663424823676
