"","lyngbyHeight","mean.richness.","mean.richness.nat.","mean.simpson.","mean.shannon.","natives","exotics","invasives","unknowns"
"1",NA,3.9047619047619,2.66666666666667,0.186226108536244,0.333746945727809,0.749000428142638,0.519370993471767,5.28513292109297e-05,0
