"","x"
"1","POTEANS"
"2","JUNCBAL"
"3","PHALARU"
"4","VEROANA"
"5","LYTHSAL"
"6","JUNCART"
"7","IRISPSE"
"8","MYOSSCO"
"9","LYCOEUR"
"10","SYMPSUB"
"11","GALITRI"
"12","CARELYN"
"13","LILLOCC"
"14","RUMECON"
"15","ELEOPAR"
"16","JUNCOXY"
"17","PERSPP"
"18","SIUMSUA"
"19","ELEOPAL"
"20","CICUDOU"
"21","JUNCTEN"
"22","SCIRMIC"
"23","AGROSTO"
"24","ALISTRI"
"25","POAPRA"
"26","ACHIMIL"
"27","CAREOBN"
"28","IMPACAP"
"29","EPOLOBIUMSP"
