"","x"
"1","PHALARU"
"2","LYTHSAL"
"3","CARELYN"
"4","REYNJAP"
"5","LYCOEUR"
"6","SCHOTAB"
"7","SIUMSUA"
"8","CALLSTA"
"9","RUMESP"
"10","RUBUARM"
"11","OENASAR"
"12","SALIPAC"
"13","PERSSP"
"14","MYOSSCO"
