"","x"
"1","CARELYN"
"2","PERSSP"
"3","AGROSTO"
"4","LILLOCC"
"5","PHALARU"
"6","CALLSTA"
"7","LYTHSAL"
"8","ELEOPAL"
"9","EQUIFLU"
"10","LIMOAQU"
"11","CRASAQU"
"12","JUNCEFF"
"13","IMPACAP"
"14","ALISTRI"
"15","ELEOPAR"
"16","JUNCOXY"
"17","IRISPSE"
"18","SIUMSUA"
"19","MYOSSCO"
"20","SYMPSUB"
"21","LYSITER"
"22","SCIRMIC"
"23","GALITRI"
"24","LYCOEUR"
"25","BIDECER"
"26","SPAREME"
"27","OENASAR"
"28","LILASCI"
"29","JUNCART"
"30","ACORAME"
"31","SAGILAT"
"32","CIRSARV"
