"","x"
"1","RUMECON"
"2","POTEANS"
"3","LYTHSAL"
"4","PHALARU"
"5","TYPHLAT"
"6","CARELYN"
"7","ALISTRI"
"8","PERSSP"
"9","GALITRI"
"10","MOSSP"
"11","IRISPSE"
"12","SCHOTAB"
"13","GLYCSP"
"14","IMPACAP"
"15","SIUMSUA"
"16","AGROSTO"
"17","ELEOPAL"
"18","LILLOCC"
