"","x"
"1","DISTSPI"
"2","SALIPAC"
"3","SPERSAL"
"4","TRIGMAR"
"5","JUNCGER"
"6","PLANTMAR"
"7","ATRIPRO"
"8","POLYAVI"
"9","SCHOAME"
"10","PHALARU"
"11","ACHIMIL"
"12","SYMPSUB"
"13","AGROSTO"
"14","BOLBMAR"
"15","POTEANS"
"16","COTUCOR"
"17","HORDBRA"
