"","x"
"1","AGROSTO"
"2","ALISTRI"
"3","BIDECER"
"4","CALLSTA"
"5","CARELYN"
"6","ELEOPAL"
"7","EPILCIL"
"8","EQUIARV"
"9","EQUIFLU"
"10","GALITRI"
"11","GLYCSP"
"12","IMPACAP"
"13","IRISPSE"
"14","JUNCART"
"15","LEERORY"
"16","LILLOCC"
"17","LOTUCOR"
"18","LYCOEUR"
"19","LYSITER"
"20","LYTHSAL"
"21","MYOSSCO"
"22","OENASAR"
"23","PERSSP"
"24","PHALARU"
"25","SAGILAT"
"26","SCHEARU"
"27","SCHOTAB"
"28","SCIRMIC"
"29","SIUMSUA"
"30","TARAOFF"
"31","TYPHLAT"
