"","lyngbyHeight","mean.richness.","mean.richness.nat.","mean.simpson.","mean.shannon.","natives","exotics","invasives","unknowns"
"1",126.571428571429,7,3.9,0.490836793199657,0.898004108299017,0.448980190461951,0.0671659814468276,0.483853828091221,0
