"","x"
"1","EQUIFLU"
"2","LYTHSAL"
"3","PHALARU"
"4","JUNCEFF"
"5","IRISPSE"
"6","TYPHLAT"
"7","CAREUTR"
"8","SPAREME"
"9","IMPACAP"
"10","EPILCIL"
"11","CAREAQU"
"12","LYCOEUR"
"13","GALITRI"
"14","ELEOPAL"
"15","MYOSSCO"
"16","SIUMSUA"
"17","LEERORY"
"18","ALISLAN"
"19","BIDECER"
"20","ELEOPAR"
"21","LILLOCC"
"22","RANUFLA"
"23","LIMOAQU"
"24","PERSSP"
"25","SCHOTAB"
"26","CALLSTA"
"27","JUNCART"
"28","SAGILAT"
"29","PENTSED"
"30","AGROSTO"
