"","lyngbyHeight","mean.richness.","mean.richness.nat.","mean.simpson.","mean.shannon.","natives","exotics","invasives","unknowns"
"1",NA,3.6,3,0.145362481528383,0.249986724428513,0.99179421177826,0.00820578822174017,0,0
