"","lyngbyHeight","mean.richness.","mean.richness.nat.","mean.simpson.","mean.shannon.","natives","exotics","invasives","unknowns"
"1",NA,4.66666666666667,4.66666666666667,0.100750587624897,0.238680245880874,1,0,0,0
