"","lyngbyHeight","lyngbysd","mean.richness.","mean.richness.nat.","mean.simpson.","mean.shannon.","natives","nativesd","exotics","invasives","invasivesd","unknowns"
"1",159.818181818182,18.0987191912477,2.63636363636364,1.54545454545455,0.0170203539044232,0.0391855605052374,0.992453200436211,0.00972181123872697,0.00685304694362207,0.000422382199542908,0.00972181123872697,0.000271370420624152
