"","lyngbyHeight","mean.richness.","mean.richness.nat.","mean.simpson.","mean.shannon.","natives","exotics","invasives"
"1",119.5,9.1,5.35,0.428109959183675,0.85448971845049,0.62801183258281,0.37198816741719,0.210518371605504
