"","lyngbyHeight","mean.richness.","mean.richness.nat.","mean.simpson.","mean.shannon.","natives","exotics","invasives"
"1",71,4,1.75,0.0402311185790581,0.0771182072388791,0.730578827656149,0.269421172343851,0.0718919274484466
