"","lyngbyHeight","mean.richness.","mean.richness.nat.","mean.simpson.","mean.shannon.","natives","exotics","invasives","unknowns"
"1",NA,2.8,2.4,0.14792775891305,0.241892434555415,0.925699745547074,0.0743002544529262,0,0
