"","lyngbyHeight","mean.richness.","mean.richness.nat.","mean.simpson.","mean.shannon.","natives","exotics","invasives","unknowns"
"1",65.6428571428571,7.47619047619048,3.47619047619048,0.285349028060306,0.524110224000589,0.729222205085299,0.190995868368117,0.0353522024686912,0.0444297240778926
