"","x"
"1","AGROCAP"
"2","CALLISTA"
"3","CALTPAL"
"4","EQUIFLU"
"5","OENCSAR"
"6","PHALARU"
"7","TYPHLAT"
"8","ALISTRI"
"9","CARELYN"
"10","OENASAR"
"11","SCHOTAB"
"12","IMPACAP"
"13","LYCOEUR"
"14","LYTHSAL"
"15","MYOSSCO"
"16","TYPHANG"
"17","GLYCSP"
"18","SAGILAT"
"19","RUMESAL"
"20","TYPHGLA"
"21","EPILCIL"
"22","SCIRMIC"
"23","GALITRI"
"24","JUNCART"
"25","CALLSTA"
"26","RANUSCE"
"27","SIUMSUA"
