"","lyngbyHeight","mean.richness.","mean.richness.nat.","mean.simpson.","mean.shannon.","natives","exotics","invasives"
"1",141.333333333333,2.21052631578947,0.631578947368421,0.531439339353821,0.011371697898987,0.280347761103149,0.719652238896851,0.719352808759627
