"","x"
"1","SCHOTAB"
"2","PHALARU"
"3","LYTHSAL"
"4","LYCOEUR"
"5","SAGILAT"
"6","ALISTRI"
"7","EQUIFLU"
"8","AGROSTO"
"9","ELEOPAL"
"10","JUNCOXY"
"11","CARELYN"
"12","TYPHLAT"
"13","CALLSTA"
"14","SIUMSUA"
"15","LILLOCC"
"16","POTEANS"
"17","JUNCBAL"
"18","RUMECRI"
"19","LYSIAME"
"20","MYOSSCO"
"21","GALITRI"
"22","SCIRMIC"
"23","EPILCIL"
"24","JUNCART"
"25","BIDECER"
"26","SALISP"
"27","IRISPSE"
"28","ALISLAN"
"29","GLYCSP"
