"","x"
"1","POTEANS"
"2","JUNCBAL"
"3","SYMPSUB"
"4","IRISPSE"
"5","CARELYN"
"6","LYTHSAL"
"7","DESCCES"
"8","LYCOEUR"
"9","SCHEARU"
"10","PLANMAJ"
"11","PERSSP"
"12","ELEOPAL"
"13","LILLOCC"
"14","MYRIHIP"
"15","ALISTRI"
"16","AGROSTO"
"17","SCHOTAB"
"18","CALLSTA"
"19","LYSITER"
"20","ELODCAN"
"21","TYPHGLA"
"22","PHALARU"
"23","EQUIFLU"
"24","TRIFPRA"
"25","SOLICAN"
"26","LYTSHAL"
"27","JUNCART"
