"","lyngbyHeight","mean.richness.","mean.richness.nat.","mean.simpson.","mean.shannon.","natives","exotics","invasives","unknowns"
"1",NA,3.15,1.2,0.445165825600516,0.228403851314547,0.0762650362696585,0.000390531122326364,0.923344432608015,0
