"","lyngbyHeight","mean.richness.","mean.richness.nat.","mean.simpson.","mean.shannon.","natives","exotics","invasives"
"1",137,3.625,0.375,0.75480584390619,0.0120636200919934,0.0156882538696485,0.984311746130352,0.0718933432212674
