"","lyngbyHeight","mean.richness.","mean.richness.nat.","mean.simpson.","mean.shannon.","natives","exotics","invasives"
"1",116.666666666667,7.4,5.9,0.487692261063644,0.945535206801888,0.751919368895849,0.248080631104151,0.0646929316932298
