"","lyngbyHeight","lyngbysd","mean.richness.","mean.richness.nat.","mean.simpson.","mean.shannon.","natives","nativesd","exotics","invasives","invasivesd","unknowns"
"1",59,NA,6,1.25,0.583677685950413,0.168071393687345,0.0335268670309654,0.0581641492564941,0.0170910298655072,0.935493214214638,0.0581641492564941,0.0138888888888889
