"","lyngbyHeight","mean.richness.","mean.richness.nat.","mean.simpson.","mean.shannon.","natives","exotics","invasives"
"1",118.538461538462,3.84615384615385,1.84615384615385,0.120135474561306,0.207099429364198,0.877249159094933,0.122750840905067,0.0838479603063368
