"","x"
"1","SCHOTAB"
"2","PHALARU"
"3","LYTHSAL"
"4","IRISPSE"
"5","EQUIFLU"
"6","CARELYN"
"7","AGROSTO"
"8","ELEOPAL"
"9","TYPHLAT"
"10","SYMPSUB"
"11","SIUMSUA"
"12","POTEANS"
"13","EQUIARV"
"14","RUMEOCC"
"15","LATHPAL"
"16","SCHEARU"
"17","SALISP"
"18","BETUPEN"
"19","JUNCBAL"
"20","BIDECER"
"21","GLYCSP"
"22","CALLSTA"
"23","ALISTRI"
"24","SAGILAT"
"25","CALTPAL"
"26","IMPACAP"
"27","LYCOEUR"
"28","MENYTRI"
"29","TYPHANG"
