"","lyngbyHeight","mean.richness.","mean.richness.nat.","mean.simpson.","mean.shannon.","natives","exotics","invasives"
"1",NA,5.8,4,0.345791487494722,0.729039159127094,0.250300060341325,0.749699939658675,0.74736530930848
