"","x"
"1","TYPHANG"
"2","TYPHGLA"
"3","SCHOTAB"
"4","TYPHLAT"
"5","LYTHSAL"
"6","PHALARU"
"7","CARELYN"
"8","AGROSTO"
"9","ELEOPAL"
"10","ALISTRI"
"11","TYPGHANG"
