"","lyngbyHeight","mean.richness.","mean.richness.nat.","mean.simpson.","mean.shannon.","natives","exotics","invasives","unknowns"
"1",120.333333333333,3.75,3,0.25880467313646,0.466104144256072,0.746398296603215,0.253601703396785,0,0
