"","lyngbyHeight","mean.richness.","mean.richness.nat.","mean.simpson.","mean.shannon.","natives","exotics","invasives","unknowns"
"1",82.5555555555556,6.2,3.53333333333333,0.360185156710831,0.623411873060834,0.77864272571627,0.0418085067051634,0.1648577357063,0.0146910318722672
