"","lyngbyHeight","mean.richness.","mean.richness.nat.","mean.simpson.","mean.shannon.","natives","exotics","invasives","unknowns"
"1",127,3.27272727272727,2.72727272727273,0.195995665756127,0.331080325779919,0.906178511400961,0.0938214885990394,0,0
