"","x"
"1","CARELYN"
"2","DISTSPI"
"3","AGROSTO"
"4","TRIGMAR"
"5","PHALARU"
"6","ATRIPAT"
"7","JUNCBAL"
"8","LEYMMOL"
"9","SONCARV"
"10","ELYMREP"
"11","VICEGIG"
"12","SYMPSUB"
"13","ACHIMIL"
"14","SONCHARV"
"15","POLYAVI"
"16","JUNCGER"
