"","lyngbyHeight","mean.richness.","mean.richness.nat.","mean.simpson.","mean.shannon.","natives","exotics","invasives"
"1",120.833333333333,6.85,4.75,0.345157177737644,0.63498088611656,0.691969065775842,0.308030934224158,0.232396167795255
