"","x"
"1","CARELYN"
"2","POTEANS"
"3","LYTHSAL"
"4","LIMOAQU"
"5","CRASAQU"
"6","LILLOCC"
"7","CARDSP"
"8","AGROSTO"
"9","LYSITERR"
"10","MYOSSCO"
"11","PERSSP"
"12","LOTUCOR"
"13","ELEOPAR"
"14","ELEOPAL"
"15","EQUIFLU"
"16","GRATEBR"
"17","CALLSTA"
