"","x"
"1","TRIGMAR"
"2","SALIPAC"
"3","SPERSAL"
"4","PLANTMAR"
"5","DISTSPI"
"6","SCHOAME"
"7","JUNCGER"
"8","POLYAVI"
"9","ATRIPRO"
"10","PHALARU"
"11","POTEANS"
"12","BOLBMAR"
"13","SYMPSUB"
"14","ACHIMIL"
"15","AGROSTO"
"16","COTUCOR"
"17","HORDBRA"
