"","pcMean","pcSD","pcMax","pcMin"
"ALISTRI",0.00526315789473684,0.0229415733870562,0.1,0
"CARELYN",0.794736842105263,3.44003773949107,15,0
"ELEOPAL",10.0052631578947,10.8985459623551,40,0
"ELEOPAR",0.0263157894736842,0.0452413928358864,0.1,0
"LILLOCC",0.0789473684210526,0.2274959031827,1,0
"LIMOAQU",0.0210526315789474,0.0418853908291696,0.1,0
"MUD",78.2105263157895,23.1866315587438,99,7
"ROCK",10.5263157894737,24.547840866929,89,0
"SCHOTAB",0.594736842105263,1.00855985566358,3,0
"WOOD",0.105263157894737,0.458831467741123,2,0
