"","pcMean","pcSD","pcMax","pcMin"
"ACHIMIL",0.00714285714285714,0.0267261241912424,0.1,0
"AGROSTO",0.0214285714285714,0.042581531362632,0.1,0
"ALISTRI",0.00714285714285714,0.0267261241912424,0.1,0
"CARELYN",6.01428571428571,8.35563901187116,30,0
"CAREOBN",0.292857142857143,1.06732179972857,4,0
"CICUDOU",5.35714285714286,20.0445931434318,75,0
"ELEOPAL",0.15,0.361088099201033,1,0
"ELEOPAR",0.0142857142857143,0.0363136519601281,0.1,0
"EPILCIL",0.0714285714285714,0.267261241912424,1,0
"GALITRI",0.464285714285714,1.33105345373629,5,0
"IMPACAP",0.00714285714285714,0.0267261241912424,0.1,0
"IRISPSE",2.57857142857143,4.42826213028379,15,0
"JUNCART",1.30714285714286,2.38761686325807,8,0
"JUNCBAL",6.64285714285714,24.8552954978555,93,0
"JUNCOXY",0.357142857142857,1.08181776206978,4,0
"JUNCTEN",0.15,0.533132975186087,2,0
"LILLOCC",0.0428571428571429,0.0513552591013096,0.1,0
"LYCOEUR",1.65714285714286,1.85169954603635,5,0
"LYTHSAL",2.15,2.20654620478388,8,0
"MUD",67.3571428571429,26.9946067059476,88,0
"MYOSSCO",0.8,1.03997041378034,3,0
"PERSPP",0.0357142857142857,0.0497245158098847,0.1,0
"PHALARU",0.585714285714286,0.745093843193483,2,0
"POAPRA",0.00714285714285714,0.0267261241912424,0.1,0
"POTEANS",0.142857142857143,0.363136519601281,1,0
"ROCK",2.78571428571429,6.9744431421338,25,0
"RUMECON",0.0214285714285714,0.042581531362632,0.1,0
"SCIRMIC",0.157142857142857,0.531636494832101,2,0
"SIUMSUA",0.00714285714285714,0.0267261241912424,0.1,0
"SYMPSUB",0.0714285714285714,0.267261241912424,1,0
"VEROANA",0.0571428571428571,0.0513552591013096,0.1,0
"WOOD",1.42857142857143,5.34522483824849,20,0
