"","pcMean","pcSD","pcMax","pcMin"
"AGROSTO",0.02,0.0421637021355784,0.1,0
"ALISLAN",0.31,0.477144282860716,1,0
"CAREAQU",0.7,1.63639169448448,5,0
"CARELYN",0.01,0.0316227766016838,0.1,0
"CRASAQU",0.01,0.0316227766016838,0.1,0
"ELEOPAL",16.22,33.9462581803127,85,0
"EQUIARV",0.03,0.0483045891539648,0.1,0
"EQUIFLU",0.06,0.0516397779494322,0.1,0
"JUNCART",3.31,8.18839965371066,26,0
"LILLOCC",0.01,0.0316227766016838,0.1,0
"LITTER",16.7,21.4167639427103,58,0
"LOG",3.1,9.45691986501595,30,0
"LOTUCOR",0.7,2.21359436211787,7,0
"LYTHSAL",2.4,2.22111083319436,5,0
"MUD",20.8,28.9052090653417,82,0
"PERSSP",0.11,0.314289321768618,1,0
"PHALARU",27.4,35.787024339991,97,0
"SCHOTAB",0.01,0.0316227766016838,0.1,0
"SIUMSUA",0.22,0.626808494588968,2,0
"TYPHLAT",1.21,1.86693450459421,5,0
"WOOD",0.1,0.316227766016838,1,0
