"","pcMean","pcSD","pcMax","pcMin"
"ATRIPRO",0.00909090909090909,0.0301511344577764,0.1,0
"DISTSPI",8.66363636363636,28.6345690635383,95,0
"JUNCGER",2.74545454545455,9.0393986123374,30,0
"MUD",41.1818181818182,31.792509123434,93,4
"PLANTMAR",0.0909090909090909,0.301511344577764,1,0
"POLYAVI",0.00909090909090909,0.0301511344577764,0.1,0
"SALIPAC",21.6363636363636,18.4947166903023,45,1
"SCHOAME",0.00909090909090909,0.0301511344577764,0.1,0
"SPERSAL",18.9272727272727,19.0771114642176,45,0
"TRIGMAR",6.76363636363636,13.981507266906,45,0
"WOOD",0.0909090909090909,0.301511344577764,1,0
