"","pcMean","pcSD","pcMax","pcMin"
"ATRIPAT",0.2,0.447213595499958,1,0
"COTUCOR",0.02,0.0447213595499958,0.1,0
"DISTSPI",27.62,38.9541011961513,95,0.1
"LITTER",12,26.8328157299975,60,0
"MUD",47,35.9096087419509,85,3
"ROCK",1.02,2.22530896731218,5,0
"SALIPAC",0.48,0.84970583144992,2,0.1
"SPERCAN",0.02,0.0447213595499958,0.1,0
"TRIGMAR",6,13.4164078649987,30,0
"WOOD",5,11.1803398874989,25,0
