"","pcMean","pcSD","pcMax","pcMin"
"AGROSTO",0.590909090909091,0.906040336248387,3,0
"ALISTRI",0.0181818181818182,0.0404519917477945,0.1,0
"CARELYN",72.6363636363636,24.2044323514216,99,30
"ELEOPAL",0.0909090909090909,0.301511344577764,1,0
"LILLOCC",0.181818181818182,0.603022689155527,2,0
"LITTER",0.381818181818182,0.917407414203942,3,0
"LYCOEUR",0.00909090909090909,0.0301511344577764,0.1,0
"LYTHSAL",0.00909090909090909,0.0301511344577764,0.1,0
"MUD",26.4545454545455,24.1344717628691,66,0
"PERSSP",0.00909090909090909,0.0301511344577764,0.1,0
"PHALARU",0.00909090909090909,0.0301511344577764,0.1,0
"POTEANS",0.00909090909090909,0.0301511344577764,0.1,0
"ROCK",0.0909090909090909,0.301511344577764,1,0
"WOOD",0.181818181818182,0.404519917477945,1,0
