"","pcMean","pcSD","pcMax","pcMin"
"AGROSTO",0.01,0.0316227766016838,0.1,0
"CALLSTA",0.02,0.0421637021355784,0.1,0
"CARELYN",10.91,18.5254449639168,60,0
"ELEOPAL",0.31,0.945691986501595,3,0
"EQUIARV",0.01,0.0316227766016838,0.1,0
"EQUIFLU",0.01,0.0316227766016838,0.1,0
"GALITRI",0.02,0.0421637021355784,0.1,0
"IMPACAP",0.1,0.316227766016838,1,0
"JUNCART",2.4,4.90351347958221,16,0
"LITTER",4.1,5.70477382938574,15,0
"LYCOEUR",2.41,6.21761833645149,20,0
"LYSIAME",2.2,5.00666222813829,15,0
"LYTHSAL",0.6,0.843274042711568,2,0
"MENTARV",0.02,0.0421637021355784,0.1,0
"MOSSSP",1,3.16227766016838,10,0
"MUD",37.3,17.7078137178667,64,5
"MYOSSCO",0.43,0.953414914924242,3,0
"OENASAR",0.1,0.316227766016838,1,0
"PHALARU",22,16.1245154965971,50,1
"PLANMAJ",0.01,0.0316227766016838,0.1,0
"ROCK",13.2,17.9864146263537,50,0
"RORIPAL",0.01,0.0316227766016838,0.1,0
"RUBUARM",0.1,0.316227766016838,1,0
"RUMESAL",0.3,0.948683298050514,3,0
"SCHOTAB",0.02,0.0421637021355784,0.1,0
"SCIRMIC",0.8,2.5298221281347,8,0
"SIUMSUA",0.2,0.421637021355784,1,0
"SYMPSUB",1.21,1.12393159143349,3,0
"WOOD",2.5,7.90569415042095,25,0
