"","pcMean","pcSD","pcMax","pcMin"
"ACHIMIL",0.281818181818182,0.6431456783936,2,0
"AGROSTO",8.82727272727273,28.9134602186971,96,0
"ALGAE",0.0909090909090909,0.301511344577764,1,0
"ATRIPAT",0.1,0.3,1,0
"CARELYN",10.2090909090909,27.1211155576409,90,0
"ELEOPAR",0.118181818181818,0.29603439603594,1,0
"LITTER",5.36363636363636,17.7891693300881,59,0
"LOG",0.272727272727273,0.904534033733291,3,0
"MUD",42.9090909090909,27.9551588994037,78,0
"PHALARU",1.45454545454545,4.50252454437811,15,0
"ROCK",0.0909090909090909,0.301511344577764,1,0
"SONCARV",0.272727272727273,0.904534033733291,3,0
"SYMPSUB",0.1,0.3,1,0
"TRIGMAR",32.7272727272727,24.7025946373692,71,0
