"","pcMean","pcSD","pcMax","pcMin"
"AGROSTO",0.02,0.0447213595499958,0.1,0
"ALISTRI",0.02,0.0447213595499958,0.1,0
"CALLSTA",0.02,0.0447213595499958,0.1,0
"CRASAQU",0.22,0.438178046004133,1,0
"ELEOPAL",0.02,0.0447213595499958,0.1,0
"ELEOPAR",0.04,0.0547722557505166,0.1,0
"EQUIFLU",0.02,0.0447213595499958,0.1,0
"JUNCBAL",18.02,24.6292915042232,45,0
"LILLOCC",0.04,0.0547722557505166,0.1,0
"LIMOAQU",0.04,0.0547722557505166,0.1,0
"LYCOEUR",0.02,0.0447213595499958,0.1,0
"LYTHSAL",33.4,15.5016128193166,50,17
"MUD",46.2,29.7859027058103,75,5
"PERSSP",0.02,0.0447213595499958,0.1,0
"POTEANS",0.46,0.492950301754649,1,0.1
"SCHOTAB",0.02,0.0447213595499958,0.1,0
"WOOD",2,4.47213595499958,10,0
