"","pcMean","pcSD","pcMax","pcMin"
"ACHIMIL",0.1,0.447213595499958,2,0
"AGROSTO",14.215,27.9536321903179,93,0
"ATRIPAT",0.26,0.546182926750447,2,0
"CARELYN",27.31,38.5372669940205,99,0
"DISTSPI",30.45,41.369293214323,99,0
"ELYMREP",1.055,4.46477146229528,20,0
"JUNCBAL",0.01,0.0307793505625546,0.1,0
"JUNCGER",4,17.8885438199983,80,0
"LEYMMOL",0.005,0.0223606797749979,0.1,0
"LITTER",1.355,4.53227896665452,20,0
"MUD",1.2,2.37531161390625,7,0
"PHALARU",18.4,36.8001716243138,100,0
"POLYAVI",0.005,0.0223606797749979,0.1,0
"SONCARV",0.05,0.223606797749979,1,0
"SONCHARV",0.05,0.223606797749979,1,0
"SYMPSUB",3.15,12.2700962978248,55,0
"TRIGMAR",0.605,1.13993305435936,4,0
"VICEGIG",0.055,0.223547946111178,1,0
