"","pcMean","pcSD","pcMax","pcMin"
"AGROSTO",18.0722222222222,28.574089570295,90,0
"ALISTRI",0.366666666666667,0.575990195994995,2,0
"BIDECER",0.538888888888889,1.45203260735097,5,0
"CALLSTA",0.288888888888889,1.17617970260095,5,0
"CARELYN",1.73888888888889,4.7316380559813,20,0
"ELEOPAL",0.133333333333333,0.467785772989907,2,0
"EPILCIL",0.0555555555555556,0.235702260395516,1,0
"EQUIARV",0.0222222222222222,0.0427792631946499,0.1,0
"EQUIFLU",1.81666666666667,4.28859636985452,18,0
"GALITRI",0.0277777777777778,0.0460888598962477,0.1,0
"GLYCSP",0.122222222222222,0.320946313186041,1,0
"IMPACAP",0.0166666666666667,0.0383482494423685,0.1,0
"IRISPSE",0.0166666666666667,0.0383482494423685,0.1,0
"JUNCART",0.333333333333333,1.4142135623731,6,0
"LEERORY",0.00555555555555556,0.0235702260395516,0.1,0
"LILLOCC",0.00555555555555556,0.0235702260395516,0.1,0
"LITTER",14.5555555555556,26.5002158087155,88,0
"LOG",1.27777777777778,2.29591851555436,7,0
"LOTUCOR",1.72222222222222,7.06112435269221,30,0
"LYCOEUR",0.0666666666666667,0.235147012838902,1,0
"LYSITER",0.00555555555555556,0.0235702260395516,0.1,0
"LYTHSAL",3.4,10.4963298907985,45,0
"MUD",46.6666666666667,32.8955566461312,93,2
"MYOSSCO",0.377777777777778,0.664702990334388,2,0
"OENASAR",0.0666666666666667,0.235147012838902,1,0
"PERSSP",0.0111111111111111,0.0323380833381777,0.1,0
"PHALARU",3.8,10.7870292481294,45,0
"SAGILAT",0.311111111111111,0.559294607086766,2,0
"SCHEARU",0.111111111111111,0.471404520791032,2,0
"SCHOTAB",0.272222222222222,0.528934061892468,2,0
"SCIRMIC",0.00555555555555556,0.0235702260395516,0.1,0
"SIUMSUA",0.0277777777777778,0.0460888598962477,0.1,0
"TARAOFF",0.00555555555555556,0.0235702260395516,0.1,0
"TYPHLAT",0.0611111111111111,0.235494195979156,1,0
