"","pcMean","pcSD","pcMax","pcMin"
"ATRIPAT",0.3,0.479583152331272,1,0
"COTUCOR",0.0142857142857143,0.0377964473009227,0.1,0
"DISTSPI",48.8571428571429,34.7918983453934,93,0
"LYSIMAR",0.0142857142857143,0.0377964473009227,0.1,0
"MUD",41.2857142857143,34.3448894098005,93,0
"PLANMAR",0.0142857142857143,0.0377964473009227,0.1,0
"ROCK",2.57142857142857,3.40867241298539,8,0
"SALIPAC",1.04285714285714,0.950187951332337,2,0.1
"SAND",1,2.64575131106459,7,0
"SPERCAN",1.31428571428571,1.86764430181318,4,0
"TRIGMAR",0.0428571428571429,0.0534522483824849,0.1,0
"WOOD",2.28571428571429,5.61884583979918,15,0
